Date,Source,Production,Start_Hour,End_Hour,Day_of_Year
6/12/2025,Wind,6737,3,4,163
6/1/2020,Solar,4570,16,17,153
12/29/2020,Wind,3005,22,23,364
3/8/2023,Wind,13908,9,10,67
2/19/2020,Wind,11122,2,3,50
7/30/2023,Wind,7195,20,21,211
1/23/2025,Wind,5894,6,7,23
5/11/2025,Wind,4469,19,20,131
7/15/2020,Wind,3632,18,19,197
4/23/2021,Wind,8565,16,17,113
7/2/2023,Wind,6804,18,19,183
4/13/2022,Wind,1032,22,23,103
12/14/2021,Wind,1053,23,0,348
1/22/2021,Wind,4478,18,19,22
12/30/2024,Solar,2676,14,15,365
1/19/2020,Wind,5048,7,8,19
1/8/2021,Wind,1507,0,1,8
8/3/2023,Wind,13262,12,13,215
10/25/2025,Wind,13923,4,5,298
5/13/2023,Wind,4856,7,8,133
7/21/2023,Wind,3097,22,23,202
10/3/2024,Wind,4843,1,2,277
3/30/2023,Wind,12402,23,0,89
7/8/2022,Solar,8283,12,13,189
8/18/2021,Wind,2488,1,2,230
6/29/2023,Wind,748,5,6,180
5/28/2021,Wind,3329,23,0,148
5/11/2024,Wind,4906,7,8,132
4/8/2022,Wind,9607,19,20,98
7/27/2025,Wind,4242,21,22,208
10/14/2023,Solar,5525,11,12,287
10/12/2020,Solar,3848,11,12,286
1/18/2025,Wind,1679,23,0,18
5/31/2023,Wind,12628,12,13,151
9/21/2021,Solar,4522,16,17,264
11/21/2023,Wind,6769,21,22,325
4/12/2024,Solar,8049,12,13,103
3/17/2024,Wind,6278,9,10,77
4/5/2024,Wind,10352,4,5,96
11/1/2022,Wind,12061,20,21,305
5/27/2024,Wind,2538,21,22,148
7/15/2021,Wind,7756,4,5,196
3/5/2024,Wind,8619,15,16,65
10/10/2025,Solar,9343,13,14,283
6/21/2023,Solar,4377,11,12,172
10/29/2023,Wind,15308,10,11,302
5/21/2020,Solar,2989,17,18,142
6/10/2023,Wind,3204,0,1,161
8/20/2025,Wind,3073,4,5,232
4/16/2024,Wind,13826,0,1,107
3/5/2025,Solar,3558,17,18,64
11/15/2025,Solar,5714,14,15,319
3/12/2022,Wind,9414,21,22,71
6/4/2024,Wind,456,3,4,156
7/28/2020,Wind,6769,17,18,210
11/6/2021,Wind,6134,21,22,310
4/25/2025,Wind,3293,1,2,115
7/25/2021,Wind,2988,5,6,206
11/1/2022,Wind,15812,12,13,305
11/10/2024,Wind,1932,19,20,315
4/19/2021,Wind,1278,5,6,109
3/29/2021,Solar,5469,11,12,88
3/12/2021,Wind,9635,4,5,71
6/7/2025,Wind,12317,23,0,158
9/2/2023,Wind,4625,22,23,245
10/27/2023,Wind,9132,20,21,300
8/10/2021,Wind,590,22,23,222
9/29/2021,Wind,7118,8,9,272
5/31/2022,Wind,5487,18,19,151
6/25/2021,Wind,1451,4,5,176
5/27/2022,Solar,6179,11,12,147
3/3/2024,Wind,5144,22,23,63
12/7/2022,Wind,2507,2,3,341
8/17/2021,Wind,3684,21,22,229
3/24/2020,Wind,6133,16,17,84
10/12/2025,Wind,5244,18,19,285
7/24/2023,Wind,11156,17,18,205
7/8/2024,Solar,8159,11,12,190
7/16/2022,Solar,8810,14,15,197
4/1/2024,Wind,4949,1,2,92
1/14/2024,Wind,1253,18,19,14
1/8/2020,Wind,4927,13,14,8
11/12/2021,Wind,1575,4,5,316
11/19/2024,Wind,20597,13,14,324
8/17/2020,Wind,1750,2,3,230
6/11/2023,Wind,4575,19,20,162
8/21/2025,Wind,7365,20,21,233
8/26/2021,Wind,2542,4,5,238
9/10/2020,Wind,1247,19,20,254
7/13/2021,Wind,5065,23,0,194
4/5/2022,Wind,7386,19,20,95
6/13/2020,Wind,3366,1,2,165
10/18/2023,Wind,14535,17,18,291
8/22/2020,Wind,9129,10,11,235
8/3/2021,Wind,1153,2,3,215
7/23/2023,Wind,12004,17,18,204
7/2/2021,Solar,1628,8,9,183
6/3/2022,Solar,5923,15,16,154
12/4/2021,Wind,8370,8,9,338
10/9/2023,Solar,6407,14,15,282
9/15/2021,Solar,3648,11,12,258
6/18/2021,Wind,3517,7,8,169
9/10/2025,Wind,3815,1,2,253
4/11/2020,Solar,2530,9,10,102
1/26/2024,Wind,7990,1,2,26
3/27/2025,Wind,3169,4,5,86
9/21/2025,Wind,3184,6,7,264
7/13/2024,Solar,1101,20,21,195
11/14/2021,Wind,2421,3,4,318
7/1/2022,Wind,863,23,0,182
7/10/2023,Wind,1054,3,4,191
11/23/2022,Wind,12891,20,21,327
12/12/2024,Wind,3478,15,16,347
4/27/2025,Wind,2748,19,20,117
1/17/2023,Wind,4665,16,17,17
4/3/2022,Wind,5119,1,2,93
10/18/2020,Wind,672,4,5,292
10/11/2021,Wind,4388,17,18,284
11/16/2023,Wind,13386,16,17,320
3/9/2025,Wind,9672,3,4,68
12/31/2022,Wind,17332,12,13,365
8/16/2023,Solar,6675,13,14,228
1/6/2021,Wind,495,19,20,6
2/8/2025,Wind,8261,9,10,39
9/26/2022,Wind,6086,7,8,269
11/10/2025,Wind,6004,0,1,314
2/1/2020,Wind,10703,18,19,32
4/22/2022,Wind,4256,18,19,112
1/24/2023,Wind,2611,21,22,24
5/5/2025,Wind,9361,7,8,125
5/8/2020,Solar,4778,12,13,129
6/16/2021,Solar,2085,8,9,167
2/16/2020,Wind,11230,22,23,47
7/4/2023,Solar,5603,10,11,185
10/26/2023,Wind,6529,15,16,299
2/28/2024,Wind,3223,3,4,59
11/29/2022,Solar,2249,10,11,333
1/6/2020,Wind,6469,20,21,6
11/9/2025,Wind,2430,4,5,313
5/12/2024,Wind,3904,6,7,133
4/30/2021,Wind,1359,22,23,120
8/27/2023,Wind,2263,4,5,239
7/27/2024,Solar,3124,9,10,209
9/26/2025,Solar,5213,12,13,269
4/1/2022,Wind,9699,3,4,91
5/12/2020,Wind,5747,12,13,133
10/7/2024,Wind,7311,16,17,281
6/30/2022,Solar,4931,13,14,181
9/20/2024,Wind,3245,20,21,264
8/10/2024,Solar,4012,16,17,223
4/30/2023,Wind,3814,4,5,120
1/23/2025,Wind,6304,5,6,23
12/3/2022,Wind,6285,12,13,337
4/24/2025,Wind,2699,7,8,114
10/2/2025,Wind,2959,18,19,275
8/9/2020,Solar,3372,11,12,222
7/10/2020,Wind,4171,19,20,192
12/26/2023,Wind,7229,4,5,360
4/28/2024,Wind,10556,0,1,119
10/12/2024,Wind,6790,13,14,286
11/25/2022,Wind,3351,16,17,329
1/14/2023,Wind,17545,15,16,14
11/8/2022,Wind,11901,20,21,312
8/29/2024,Wind,2703,19,20,242
3/16/2025,Wind,9888,9,10,75
1/19/2020,Wind,4619,3,4,19
3/13/2025,Wind,2661,0,1,72
4/4/2024,Wind,8108,19,20,95
12/5/2023,Wind,6714,18,19,339
1/16/2020,Wind,4609,6,7,16
10/15/2025,Wind,5080,19,20,288
6/3/2020,Solar,3604,16,17,155
5/11/2024,Wind,5428,8,9,132
9/25/2020,Wind,10168,7,8,269
10/5/2022,Wind,9771,10,11,278
7/2/2024,Wind,2631,4,5,184
4/21/2023,Wind,2543,20,21,111
12/5/2024,Wind,14145,8,9,340
8/7/2025,Solar,5653,18,19,219
4/5/2020,Wind,7848,11,12,96
1/26/2024,Wind,9936,4,5,26
9/3/2023,Solar,9204,14,15,246
4/12/2022,Wind,2275,22,23,102
12/29/2020,Wind,5165,13,14,364
9/8/2023,Solar,3666,9,10,251
4/26/2024,Solar,6436,13,14,117
4/14/2024,Solar,4067,15,16,105
9/7/2020,Solar,5438,13,14,251
2/18/2022,Wind,13040,21,22,49
5/21/2020,Wind,1502,5,6,142
5/4/2020,Solar,5337,14,15,125
6/10/2023,Solar,4098,9,10,161
4/3/2024,Wind,15839,11,12,94
5/23/2020,Wind,3360,7,8,144
9/4/2020,Wind,1232,7,8,248
10/7/2020,Wind,8717,12,13,281
12/2/2023,Wind,3249,5,6,336
6/28/2024,Solar,6716,16,17,180
8/22/2021,Wind,3345,21,22,234
2/17/2023,Wind,9868,9,10,48
2/16/2022,Wind,16745,13,14,47
12/3/2022,Wind,6803,2,3,337
4/8/2021,Solar,5202,14,15,98
1/5/2025,Wind,19348,15,16,5
10/8/2024,Wind,10350,8,9,282
2/12/2022,Wind,4558,6,7,43
7/7/2023,Wind,4486,5,6,188
7/14/2020,Wind,2101,21,22,196
12/9/2022,Wind,2064,20,21,343
7/5/2022,Wind,3667,0,1,186
11/20/2021,Wind,210,18,19,324
2/9/2023,Wind,1322,8,9,40
3/1/2025,Wind,10187,23,0,60
7/25/2023,Wind,7186,9,10,206
12/25/2024,Solar,2874,10,11,360
5/8/2024,Wind,5427,7,8,129
10/3/2021,Wind,8606,15,16,276
4/18/2024,Wind,3786,23,0,109
11/4/2023,Wind,15504,7,8,308
5/25/2022,Wind,5875,22,23,145
1/22/2022,Wind,2136,20,21,22
8/18/2022,Solar,5355,13,14,230
8/14/2025,Solar,4159,9,10,226
1/1/2023,Wind,11283,9,10,1
1/20/2024,Wind,4846,18,19,20
11/17/2021,Wind,1887,18,19,321
9/29/2020,Wind,2642,2,3,273
8/8/2020,Wind,2390,23,0,221
1/18/2024,Wind,4246,18,19,18
10/18/2024,Wind,4798,0,1,292
6/27/2025,Wind,1584,22,23,178
2/11/2025,Wind,3812,8,9,42
8/25/2023,Wind,9893,16,17,237
12/2/2021,Wind,6952,5,6,336
1/25/2022,Wind,328,7,8,25
9/26/2022,Wind,15890,14,15,269
12/17/2022,Wind,2347,16,17,351
2/21/2020,Wind,4193,8,9,52
9/13/2021,Wind,1554,19,20,256
7/12/2020,Solar,5689,14,15,194
5/29/2023,Wind,9264,9,10,149
8/30/2024,Wind,2456,4,5,243
7/28/2021,Wind,10176,14,15,209
3/29/2023,Wind,4271,5,6,88
5/11/2021,Wind,6405,19,20,131
1/9/2025,Wind,10749,15,16,9
1/5/2022,Wind,7802,2,3,5
8/26/2024,Wind,2045,23,0,239
2/19/2023,Solar,7077,14,15,50
6/23/2025,Wind,12740,18,19,174
8/4/2020,Wind,2445,19,20,217
2/11/2023,Wind,2391,8,9,42
9/16/2022,Wind,1953,6,7,259
10/13/2025,Wind,6119,3,4,286
7/3/2025,Wind,5539,0,1,184
12/7/2022,Wind,1410,23,0,341
2/10/2024,Wind,4487,3,4,41
7/9/2021,Wind,1208,3,4,190
2/16/2025,Wind,4574,0,1,47
11/24/2024,Wind,21544,10,11,329
12/11/2024,Wind,5916,19,20,346
5/20/2025,Wind,5566,21,22,140
1/21/2022,Wind,5002,9,10,21
1/30/2025,Wind,5813,7,8,30
1/29/2021,Wind,12983,17,18,29
4/19/2024,Wind,9003,5,6,110
12/1/2020,Wind,8412,12,13,336
2/19/2024,Wind,4002,3,4,50
9/21/2023,Wind,6474,13,14,264
3/17/2025,Wind,5489,2,3,76
8/2/2024,Wind,7412,18,19,215
7/15/2020,Wind,1451,3,4,197
10/15/2022,Wind,8245,16,17,288
5/11/2025,Solar,3050,10,11,131
1/21/2025,Solar,5754,13,14,21
8/2/2023,Wind,15356,8,9,214
10/6/2025,Wind,2272,19,20,279
3/22/2024,Solar,7952,16,17,82
4/4/2021,Wind,6551,2,3,94
11/8/2022,Wind,13306,6,7,312
9/19/2023,Wind,7887,9,10,262
5/5/2022,Solar,6137,16,17,125
3/16/2021,Wind,3759,3,4,75
3/18/2023,Wind,4032,21,22,77
1/4/2023,Wind,13392,19,20,4
1/5/2021,Wind,1794,19,20,5
12/7/2020,Wind,3434,22,23,342
4/24/2024,Wind,11510,15,16,115
4/27/2025,Solar,3352,16,17,117
10/16/2021,Wind,1545,7,8,289
4/17/2022,Wind,6232,9,10,107
11/15/2022,Wind,10920,10,11,319
1/6/2021,Wind,1467,1,2,6
6/9/2020,Solar,4734,11,12,161
3/14/2023,Wind,10320,17,18,73
1/31/2021,Wind,5433,17,18,31
1/28/2021,Wind,9207,22,23,28
2/14/2023,Wind,4137,20,21,45
8/29/2024,Solar,5199,10,11,242
10/3/2022,Solar,5084,13,14,276
2/23/2022,Solar,3903,10,11,54
8/24/2025,Wind,3233,7,8,236
2/6/2021,Wind,3255,12,13,37
4/29/2023,Solar,4800,15,16,119
4/22/2023,Wind,4492,4,5,112
5/24/2020,Solar,5849,13,14,145
2/7/2023,Wind,6303,16,17,38
7/6/2022,Wind,3439,3,4,187
11/25/2023,Wind,3662,22,23,329
12/9/2022,Wind,3163,14,15,343
12/15/2020,Wind,5961,0,1,350
3/10/2022,Wind,6888,21,22,69
6/15/2024,Wind,10230,16,17,167
10/27/2025,Wind,20785,10,11,300
7/2/2020,Wind,3158,23,0,184
9/21/2021,Wind,2741,18,19,264
4/3/2022,Wind,1788,20,21,93
1/4/2025,Wind,10639,22,23,4
9/6/2021,Solar,4649,16,17,249
1/12/2022,Wind,3948,10,11,12
3/3/2023,Wind,5441,17,18,62
11/21/2021,Wind,3618,12,13,325
7/28/2022,Wind,1737,20,21,209
1/28/2023,Wind,2799,21,22,28
12/22/2024,Wind,19928,11,12,357
3/12/2024,Wind,4768,3,4,72
11/11/2022,Wind,2888,17,18,315
11/7/2024,Wind,3242,21,22,312
6/27/2024,Wind,839,3,4,179
11/23/2020,Solar,2374,14,15,328
6/19/2025,Wind,6052,22,23,170
8/7/2024,Wind,1802,2,3,220
7/5/2020,Wind,10632,15,16,187
5/27/2023,Solar,8746,11,12,147
4/21/2021,Wind,1068,5,6,111
9/15/2024,Wind,3333,20,21,259
7/1/2025,Wind,1421,6,7,182
9/9/2024,Wind,9339,9,10,253
9/12/2021,Solar,3552,10,11,255
1/13/2022,Wind,2645,4,5,13
7/23/2025,Wind,1307,1,2,204
8/27/2023,Wind,1781,2,3,239
2/19/2024,Wind,3287,6,7,50
6/16/2022,Solar,5124,16,17,167
9/11/2025,Wind,10615,3,4,254
6/27/2021,Wind,748,23,0,178
6/13/2025,Wind,2429,6,7,164
12/10/2020,Wind,4988,9,10,345
11/29/2022,Wind,1194,20,21,333
11/13/2021,Wind,5812,4,5,317
7/22/2025,Wind,13809,16,17,203
2/21/2024,Wind,15375,23,0,52
8/7/2021,Wind,9544,21,22,219
11/24/2023,Wind,9941,10,11,328
6/3/2021,Wind,1771,19,20,154
12/2/2020,Wind,2043,20,21,337
4/29/2023,Wind,1622,7,8,119
4/16/2021,Solar,7807,11,12,106
2/13/2020,Wind,13233,13,14,44
11/21/2021,Wind,3948,13,14,325
12/18/2023,Wind,2101,3,4,352
6/1/2020,Solar,4181,10,11,153
7/24/2025,Solar,9540,15,16,205
6/24/2023,Solar,8820,13,14,175
3/7/2022,Wind,10894,12,13,66
10/21/2021,Wind,13513,1,2,294
2/11/2024,Wind,9448,1,2,42
9/7/2023,Solar,4368,17,18,250
11/25/2023,Wind,10661,13,14,329
10/2/2020,Wind,6441,14,15,276
1/5/2022,Wind,6918,10,11,5
3/28/2022,Wind,1643,19,20,87
9/1/2020,Wind,1448,8,9,245
9/19/2025,Solar,10145,16,17,262
11/3/2023,Wind,10759,11,12,307
11/25/2020,Wind,3453,19,20,330
10/1/2022,Wind,13589,1,2,274
8/2/2021,Wind,1434,0,1,214
8/8/2020,Solar,2968,10,11,221
9/14/2022,Wind,1861,3,4,257
5/31/2021,Wind,3833,8,9,151
12/27/2023,Wind,12667,15,16,361
8/1/2024,Wind,4264,19,20,214
4/4/2023,Wind,4139,19,20,94
5/3/2024,Wind,9022,0,1,124
9/15/2024,Wind,4322,22,23,259
9/13/2021,Wind,1809,6,7,256
12/7/2021,Wind,13600,18,19,341
11/30/2023,Wind,1780,4,5,334
3/10/2022,Wind,6777,1,2,69
3/30/2022,Solar,2186,11,12,89
8/9/2022,Wind,6466,3,4,221
5/4/2023,Wind,9901,17,18,124
12/13/2023,Wind,6869,10,11,347
9/29/2022,Solar,4400,13,14,272
8/28/2024,Solar,10829,13,14,241
9/17/2024,Wind,10111,8,9,261
1/6/2020,Wind,5665,11,12,6
9/7/2022,Wind,6353,16,17,250
10/21/2022,Wind,7894,2,3,294
5/26/2021,Wind,4996,19,20,146
6/26/2022,Wind,1831,4,5,177
7/13/2025,Wind,3952,20,21,194
6/29/2024,Wind,4387,7,8,181
11/8/2024,Solar,4482,14,15,313
7/11/2022,Solar,7469,10,11,192
1/10/2022,Wind,1005,6,7,10
3/21/2025,Wind,7350,0,1,80
2/15/2023,Solar,6445,13,14,46
4/17/2025,Wind,2336,1,2,107
2/15/2025,Wind,7209,1,2,46
9/28/2020,Wind,4748,18,19,272
6/30/2021,Wind,2097,4,5,181
7/20/2022,Wind,2316,6,7,201
4/22/2020,Wind,5000,2,3,113
9/23/2021,Wind,1171,20,21,266
2/27/2020,Wind,5262,0,1,58
3/26/2021,Wind,8311,20,21,85
1/13/2020,Wind,3845,8,9,13
9/22/2025,Wind,8892,23,0,265
1/13/2023,Wind,14537,8,9,13
7/16/2024,Wind,7743,6,7,198
6/4/2024,Wind,7459,18,19,156
11/2/2020,Wind,4458,22,23,307
10/7/2022,Solar,4853,11,12,280
2/24/2022,Wind,12191,17,18,55
11/27/2021,Wind,7605,6,7,331
8/7/2020,Solar,2665,9,10,220
7/10/2022,Wind,5201,2,3,191
7/13/2021,Wind,3421,1,2,194
5/1/2025,Wind,5525,2,3,121
11/30/2025,Wind,4365,5,6,334
12/25/2020,Wind,6272,6,7,360
4/19/2021,Solar,4484,11,12,109
3/29/2024,Wind,5301,22,23,89
7/29/2023,Wind,5340,8,9,210
6/5/2022,Wind,1412,4,5,156
8/11/2021,Wind,508,6,7,223
11/27/2022,Wind,8438,12,13,331
6/11/2025,Solar,5524,8,9,162
6/1/2023,Solar,8686,11,12,152
10/14/2022,Wind,5617,9,10,287
5/7/2025,Solar,11508,13,14,127
3/30/2022,Solar,3152,14,15,89
3/13/2025,Solar,5712,15,16,72
9/23/2021,Solar,5575,15,16,266
2/4/2020,Wind,10605,4,5,35
5/14/2021,Wind,5623,19,20,134
5/30/2022,Wind,4110,2,3,150
1/30/2021,Wind,5748,6,7,30
6/20/2024,Wind,4284,7,8,172
8/7/2025,Solar,3099,19,20,219
8/24/2024,Wind,6102,3,4,237
9/15/2022,Wind,1704,7,8,258
7/6/2020,Wind,6827,1,2,188
8/28/2022,Wind,3890,6,7,240
9/14/2020,Solar,4786,12,13,258
5/24/2024,Wind,645,22,23,145
8/8/2025,Wind,1464,6,7,220
7/10/2020,Wind,5130,10,11,192
1/17/2020,Wind,7402,18,19,17
7/17/2024,Solar,4046,18,19,199
1/2/2023,Wind,6552,7,8,2
2/14/2021,Wind,7245,0,1,45
7/26/2025,Wind,2295,5,6,207
10/23/2020,Wind,2714,10,11,297
7/3/2024,Wind,1771,1,2,185
11/12/2024,Wind,8223,22,23,317
11/12/2025,Wind,13595,17,18,316
4/26/2024,Wind,3091,19,20,117
12/20/2023,Wind,9752,11,12,354
4/4/2024,Wind,7001,20,21,95
3/18/2025,Wind,10105,20,21,77
4/14/2020,Wind,6515,18,19,105
3/2/2020,Wind,8448,23,0,62
1/11/2020,Wind,3308,7,8,11
2/10/2022,Wind,3020,19,20,41
10/13/2024,Wind,3330,4,5,287
1/16/2024,Wind,2197,0,1,16
9/10/2020,Solar,2293,17,18,254
8/25/2025,Wind,3906,8,9,237
3/5/2024,Wind,6764,16,17,65
8/23/2022,Wind,1085,7,8,235
7/17/2021,Wind,6467,18,19,198
4/27/2025,Solar,3596,11,12,117
2/27/2020,Wind,10596,18,19,58
11/6/2024,Wind,292,7,8,311
11/22/2024,Wind,15122,14,15,327
11/19/2024,Wind,11992,21,22,324
5/26/2021,Wind,5335,1,2,146
11/29/2021,Wind,4389,12,13,333
4/9/2023,Wind,3548,3,4,99
5/20/2024,Solar,5874,11,12,141
9/6/2021,Solar,2723,9,10,249
12/16/2020,Wind,7220,23,0,351
6/11/2021,Solar,4809,11,12,162
3/15/2024,Wind,9923,4,5,75
2/20/2023,Wind,3288,2,3,51
5/2/2025,Wind,4524,18,19,122
4/30/2021,Wind,1408,7,8,120
8/30/2024,Wind,5577,23,0,243
9/30/2021,Wind,1829,7,8,273
2/13/2024,Wind,7108,9,10,44
1/10/2023,Wind,7471,4,5,10
5/20/2023,Wind,6415,6,7,140
9/1/2023,Wind,1142,22,23,244
6/6/2024,Solar,8506,15,16,158
7/13/2025,Solar,9654,12,13,194
10/18/2021,Wind,5039,16,17,291
3/1/2021,Wind,4453,5,6,60
3/18/2023,Wind,11176,13,14,77
10/21/2020,Wind,14758,15,16,295
3/2/2020,Wind,7175,13,14,62
6/30/2023,Wind,2631,1,2,181
4/19/2022,Solar,2972,9,10,109
7/25/2020,Wind,1509,6,7,207
11/3/2021,Wind,3878,2,3,307
9/20/2024,Wind,3712,22,23,264
7/6/2020,Wind,7270,10,11,188
6/18/2023,Wind,2716,7,8,169
4/22/2024,Solar,11915,11,12,113
10/31/2022,Wind,1886,2,3,304
12/8/2022,Wind,2320,19,20,342
2/19/2021,Wind,6408,8,9,50
7/4/2024,Wind,7653,7,8,186
8/12/2022,Solar,4606,18,19,224
6/22/2020,Wind,1871,5,6,174
5/14/2022,Wind,1781,19,20,134
3/14/2022,Wind,5813,23,0,73
4/28/2021,Solar,1431,9,10,118
2/22/2020,Wind,8683,18,19,53
11/1/2024,Solar,3028,9,10,306
8/31/2025,Wind,3822,20,21,243
8/21/2024,Solar,7369,10,11,234
11/10/2023,Wind,13482,6,7,314
5/4/2025,Wind,5384,7,8,124
9/21/2024,Solar,4430,13,14,265
3/19/2020,Wind,1145,5,6,79
10/2/2020,Wind,9401,8,9,276
9/25/2022,Wind,4472,17,18,268
8/25/2022,Wind,4858,19,20,237
8/10/2023,Wind,3790,8,9,222
9/21/2024,Wind,3321,3,4,265
1/22/2022,Wind,3202,3,4,22
11/9/2023,Wind,9159,8,9,313
11/25/2024,Wind,18407,0,1,330
7/8/2023,Wind,4740,3,4,189
9/11/2025,Wind,10679,4,5,254
7/15/2023,Wind,6810,3,4,196
11/3/2021,Wind,3050,20,21,307
11/23/2025,Wind,9347,6,7,327
5/18/2021,Wind,5821,14,15,138
2/4/2024,Wind,8994,10,11,35
7/16/2020,Wind,1763,0,1,198
7/3/2020,Wind,3011,2,3,185
3/4/2024,Solar,9667,12,13,64
10/15/2020,Wind,6069,11,12,289
1/25/2023,Wind,1037,22,23,25
2/4/2023,Wind,2961,17,18,35
2/3/2023,Wind,5209,19,20,34
2/24/2025,Wind,13295,14,15,55
11/11/2025,Wind,14313,21,22,315
5/7/2025,Wind,11125,14,15,127
6/18/2024,Solar,7585,15,16,170
4/13/2021,Solar,6733,11,12,103
1/6/2024,Wind,9159,14,15,6
1/19/2020,Wind,4247,2,3,19
6/1/2021,Wind,5282,2,3,152
5/28/2023,Wind,6446,16,17,148
9/19/2025,Solar,12989,13,14,262
8/17/2025,Wind,5923,6,7,229
8/29/2023,Solar,6385,12,13,241
8/13/2020,Wind,2213,23,0,226
8/30/2021,Wind,3173,7,8,242
7/26/2020,Wind,4306,0,1,208
2/25/2023,Wind,3671,2,3,56
8/16/2025,Wind,8918,9,10,228
7/15/2024,Wind,10900,15,16,197
3/6/2020,Wind,11303,1,2,66
9/2/2023,Wind,2084,7,8,245
1/21/2022,Solar,6900,13,14,21
5/6/2023,Wind,1719,4,5,126
9/21/2023,Wind,8784,15,16,264
7/17/2025,Solar,9602,13,14,198
10/5/2023,Solar,6634,13,14,278
6/13/2023,Wind,3141,3,4,164
1/8/2023,Wind,12173,1,2,8
12/10/2020,Wind,5097,4,5,345
3/21/2023,Wind,8403,13,14,80
4/25/2022,Solar,7151,14,15,115
9/14/2025,Wind,4414,1,2,257
9/29/2024,Wind,1277,1,2,273
2/6/2025,Wind,11486,18,19,37
12/20/2022,Wind,11990,11,12,354
11/26/2024,Wind,6210,8,9,331
3/13/2023,Wind,16408,16,17,72
9/3/2025,Wind,18721,10,11,246
11/9/2024,Wind,1300,3,4,314
2/23/2020,Wind,9881,19,20,54
8/3/2020,Wind,4530,20,21,216
11/3/2021,Wind,3960,6,7,307
12/10/2022,Solar,3935,14,15,344
11/22/2024,Wind,15569,11,12,327
6/15/2020,Wind,2040,0,1,167
2/22/2021,Wind,6815,3,4,53
1/28/2025,Wind,20885,13,14,28
6/5/2022,Wind,8904,14,15,156
7/30/2022,Wind,2584,20,21,211
7/29/2021,Wind,965,21,22,210
9/7/2023,Solar,2452,18,19,250
11/11/2023,Wind,6863,1,2,315
3/21/2020,Wind,7494,5,6,81
10/19/2020,Wind,1525,4,5,293
3/15/2024,Wind,14005,9,10,75
2/25/2022,Wind,7242,5,6,56
5/11/2025,Wind,3052,21,22,131
4/4/2023,Solar,11558,13,14,94
2/27/2022,Wind,6470,21,22,58
6/23/2025,Wind,5291,2,3,174
10/8/2020,Wind,6790,4,5,282
7/3/2023,Wind,11708,17,18,184
2/6/2023,Wind,7870,20,21,37
3/30/2023,Wind,18316,13,14,89
5/16/2020,Wind,3193,20,21,137
10/3/2023,Wind,9033,14,15,276
11/20/2020,Wind,2773,19,20,325
8/15/2020,Wind,384,5,6,228
6/21/2024,Wind,2878,8,9,173
12/2/2021,Wind,5934,2,3,336
12/19/2020,Wind,9422,13,14,354
4/10/2021,Wind,5393,9,10,100
12/25/2022,Wind,9466,18,19,359
7/19/2023,Wind,2823,4,5,200
5/14/2024,Wind,6999,17,18,135
5/23/2020,Wind,7862,13,14,144
10/3/2021,Wind,5964,23,0,276
1/29/2024,Wind,8687,13,14,29
10/15/2021,Wind,1124,19,20,288
6/12/2021,Wind,1829,7,8,163
9/22/2020,Wind,894,1,2,266
10/19/2021,Wind,8475,10,11,292
11/7/2022,Wind,8246,17,18,311
8/21/2023,Wind,2603,1,2,233
4/8/2022,Wind,6694,23,0,98
11/10/2020,Solar,2552,12,13,315
8/30/2025,Wind,5384,8,9,242
9/26/2020,Wind,11643,10,11,270
9/3/2024,Wind,1253,23,0,247
3/10/2025,Wind,2663,6,7,69
2/16/2023,Wind,3980,3,4,47
3/11/2020,Wind,11361,15,16,71
12/27/2023,Wind,9035,8,9,361
10/15/2021,Solar,4028,15,16,288
10/14/2021,Wind,1908,1,2,287
3/11/2022,Wind,10317,19,20,70
3/8/2021,Wind,3070,5,6,67
10/23/2025,Wind,17992,19,20,296
8/22/2021,Wind,3212,6,7,234
6/19/2022,Solar,9444,12,13,170
1/2/2022,Wind,6918,4,5,2
12/17/2020,Wind,5845,3,4,352
3/8/2020,Wind,7440,0,1,68
5/22/2020,Wind,1663,23,0,143
8/1/2023,Wind,11387,10,11,213
11/12/2024,Wind,9661,20,21,317
6/26/2022,Solar,4430,14,15,177
5/13/2025,Wind,1684,20,21,133
10/12/2021,Wind,5195,17,18,285
3/26/2021,Wind,5079,8,9,85
6/20/2024,Wind,3344,18,19,172
3/3/2020,Wind,3260,21,22,63
11/18/2022,Wind,7173,13,14,322
3/14/2021,Wind,10637,8,9,73
11/17/2025,Wind,4027,22,23,321
6/25/2021,Wind,2162,0,1,176
5/16/2021,Wind,10947,14,15,136
9/22/2025,Wind,9995,8,9,265
2/17/2022,Wind,16410,13,14,48
1/8/2025,Wind,9828,11,12,8
3/8/2021,Wind,2869,3,4,67
4/8/2025,Solar,8550,15,16,98
9/25/2022,Wind,3647,9,10,268
6/17/2022,Solar,6029,11,12,168
2/24/2024,Wind,15371,12,13,55
11/7/2021,Wind,3223,21,22,311
8/23/2025,Wind,2569,21,22,235
3/1/2022,Wind,2721,21,22,60
4/3/2021,Wind,14891,13,14,93
2/13/2021,Wind,6349,17,18,44
12/26/2023,Wind,9160,6,7,360
3/13/2022,Wind,9151,9,10,72
6/22/2024,Wind,5101,1,2,174
1/15/2025,Solar,6285,13,14,15
8/14/2022,Wind,7767,16,17,226
9/13/2021,Wind,2957,21,22,256
6/4/2020,Wind,5751,14,15,156
10/6/2022,Wind,459,19,20,279
12/19/2022,Wind,12566,4,5,353
3/4/2022,Wind,4002,9,10,63
