Date,Source,Production,Start_Hour,End_Hour,Day_of_Year
11/24/2022,Wind,9150,14,15,328
1/20/2024,Wind,10670,23,0,20
3/14/2020,Wind,3349,22,23,74
3/10/2020,Wind,11030,22,23,70
5/26/2024,Wind,4508,2,3,147
8/13/2023,Wind,1162,1,2,225
3/28/2022,Wind,1606,6,7,87
10/12/2020,Solar,4590,14,15,286
10/22/2024,Solar,3182,10,11,296
10/19/2020,Solar,5009,11,12,293
9/12/2021,Wind,1376,21,22,255
7/17/2024,Wind,2046,3,4,199
8/17/2024,Wind,1571,1,2,230
8/13/2023,Solar,7801,16,17,225
6/28/2024,Wind,3695,2,3,180
2/6/2022,Wind,13477,4,5,37
3/31/2021,Solar,4010,10,11,90
10/25/2023,Wind,11630,11,12,298
7/23/2024,Wind,2067,23,0,205
3/18/2023,Wind,7204,3,4,77
12/5/2024,Wind,18205,23,0,340
1/8/2024,Wind,11508,2,3,8
6/11/2020,Wind,2692,8,9,163
6/6/2025,Wind,4429,22,23,157
6/2/2021,Wind,2032,23,0,153
9/21/2020,Wind,1334,21,22,265
9/2/2025,Wind,11315,23,0,245
9/21/2025,Wind,4453,20,21,264
8/9/2021,Wind,6015,10,11,221
3/16/2021,Wind,3997,2,3,75
10/18/2022,Solar,5899,13,14,291
12/26/2021,Wind,4600,12,13,360
7/27/2024,Wind,455,2,3,209
9/11/2020,Solar,1917,9,10,255
9/13/2020,Wind,705,19,20,257
8/15/2023,Solar,4625,17,18,227
7/29/2021,Wind,4205,5,6,210
5/19/2024,Wind,552,2,3,140
3/30/2023,Wind,11130,7,8,89
7/10/2025,Solar,11067,16,17,191
8/9/2025,Wind,1139,4,5,221
11/1/2023,Wind,12788,18,19,305
6/12/2024,Wind,2252,20,21,164
9/20/2025,Wind,6560,5,6,263
5/1/2020,Wind,7535,0,1,122
1/21/2020,Wind,2976,11,12,21
6/29/2025,Wind,2536,6,7,180
10/12/2020,Wind,2120,6,7,286
7/25/2024,Solar,9805,12,13,207
6/5/2023,Solar,9739,13,14,156
6/9/2023,Wind,4688,7,8,160
9/4/2025,Wind,6077,21,22,247
5/11/2024,Wind,4091,23,0,132
3/24/2025,Solar,5051,10,11,83
7/26/2023,Wind,2889,7,8,207
8/6/2024,Wind,2592,20,21,219
4/22/2025,Wind,1421,5,6,112
8/27/2024,Solar,8753,11,12,240
7/11/2021,Solar,4877,15,16,192
11/11/2021,Wind,1001,7,8,315
2/25/2025,Wind,4530,0,1,56
4/2/2025,Wind,18987,11,12,92
7/22/2020,Wind,3797,6,7,204
2/5/2020,Wind,2504,16,17,36
3/30/2020,Wind,8073,20,21,90
5/11/2020,Wind,9699,4,5,132
11/5/2021,Wind,3405,2,3,309
8/30/2020,Wind,3012,3,4,243
9/8/2025,Wind,2307,21,22,251
3/4/2022,Wind,3630,8,9,63
8/6/2022,Wind,5462,2,3,218
12/13/2024,Wind,698,19,20,348
12/31/2023,Wind,17198,17,18,365
9/4/2025,Wind,9465,9,10,247
2/25/2025,Wind,8542,9,10,56
3/18/2022,Wind,12613,11,12,77
3/19/2025,Solar,12452,14,15,78
8/7/2022,Wind,7995,0,1,219
3/24/2025,Wind,747,4,5,83
12/22/2020,Wind,9500,11,12,357
5/5/2020,Wind,2517,22,23,126
12/14/2024,Wind,2252,7,8,349
2/3/2023,Wind,4534,21,22,34
11/12/2022,Wind,4144,8,9,316
7/18/2024,Solar,7522,11,12,200
3/9/2020,Wind,6476,6,7,69
6/28/2021,Solar,4142,12,13,179
3/24/2022,Solar,6783,11,12,83
1/3/2020,Wind,9177,8,9,3
5/2/2025,Wind,3054,20,21,122
11/23/2022,Wind,12239,10,11,327
11/3/2023,Wind,9640,4,5,307
4/9/2024,Wind,8241,23,0,100
5/16/2021,Wind,9726,19,20,136
2/14/2025,Wind,5166,5,6,45
10/23/2022,Wind,13158,14,15,296
12/14/2022,Wind,2357,17,18,348
7/31/2024,Solar,6848,16,17,213
1/15/2025,Wind,2675,0,1,15
11/21/2021,Wind,5308,21,22,325
11/12/2023,Wind,7747,5,6,316
11/10/2021,Wind,1095,19,20,314
10/30/2022,Wind,4128,15,16,303
1/12/2021,Wind,11705,13,14,12
11/17/2023,Wind,4471,5,6,321
7/3/2022,Solar,2588,8,9,184
3/9/2021,Wind,3112,17,18,68
3/17/2023,Wind,9438,10,11,76
4/1/2025,Wind,10726,5,6,91
3/28/2020,Wind,2228,2,3,88
1/29/2022,Wind,5616,4,5,29
2/11/2023,Wind,2311,1,2,42
5/19/2020,Wind,3873,22,23,140
5/8/2023,Wind,1613,20,21,128
4/23/2021,Solar,4703,9,10,113
10/13/2025,Wind,6779,19,20,286
1/8/2020,Wind,5049,12,13,8
11/13/2023,Wind,10748,4,5,317
6/30/2021,Wind,2072,5,6,181
8/28/2023,Wind,3728,3,4,240
9/2/2021,Wind,6041,16,17,245
3/31/2022,Wind,5596,7,8,90
1/14/2023,Wind,18425,14,15,14
12/10/2020,Wind,3945,17,18,345
1/6/2025,Wind,18841,8,9,6
2/5/2024,Wind,9758,14,15,36
11/4/2024,Solar,4760,14,15,309
11/10/2022,Wind,3540,4,5,314
7/14/2020,Solar,2423,9,10,196
9/17/2020,Wind,4803,0,1,261
7/12/2021,Solar,4724,15,16,193
5/22/2020,Solar,5050,10,11,143
1/18/2021,Wind,5818,14,15,18
9/22/2022,Wind,613,22,23,265
2/22/2021,Wind,6262,7,8,53
3/22/2020,Wind,8856,8,9,82
10/12/2020,Wind,2453,9,10,286
4/19/2025,Wind,4612,15,16,109
8/25/2025,Wind,1411,22,23,237
4/20/2022,Wind,4490,4,5,110
12/9/2020,Wind,2985,14,15,344
7/22/2020,Solar,4307,14,15,204
5/21/2023,Wind,5032,5,6,141
1/22/2022,Wind,2925,6,7,22
12/1/2021,Wind,12759,11,12,335
1/11/2021,Wind,1886,2,3,11
3/9/2020,Wind,7030,5,6,69
2/26/2024,Wind,13709,16,17,57
3/7/2022,Wind,5870,18,19,66
10/11/2021,Solar,4324,10,11,284
9/1/2025,Wind,12704,13,14,244
10/2/2020,Wind,3285,22,23,276
12/20/2024,Wind,8847,11,12,355
8/7/2022,Solar,10239,15,16,219
2/7/2024,Wind,17700,13,14,38
6/4/2020,Wind,6146,16,17,156
10/13/2021,Wind,2432,7,8,286
2/9/2020,Wind,8445,1,2,40
2/21/2022,Wind,10192,22,23,52
3/3/2024,Wind,3260,5,6,63
7/17/2025,Wind,1257,4,5,198
2/23/2024,Wind,12084,16,17,54
3/7/2025,Wind,10966,23,0,66
12/15/2023,Wind,1834,20,21,349
9/24/2025,Wind,7488,1,2,267
8/3/2025,Solar,4235,8,9,215
11/20/2025,Wind,3840,17,18,324
9/11/2020,Wind,1169,8,9,255
11/2/2025,Wind,8973,6,7,306
9/22/2022,Solar,5500,15,16,265
5/23/2020,Wind,8605,15,16,144
12/20/2022,Wind,13706,0,1,354
11/22/2024,Wind,5864,0,1,327
11/13/2022,Wind,2267,3,4,317
4/19/2021,Solar,3728,10,11,109
7/4/2024,Wind,7129,6,7,186
6/26/2023,Wind,3874,21,22,177
10/22/2023,Wind,2996,21,22,295
1/16/2022,Solar,5824,13,14,16
9/7/2020,Wind,1722,23,0,251
5/23/2022,Wind,3621,7,8,143
10/4/2025,Wind,16699,1,2,277
12/10/2020,Wind,6025,20,21,345
5/1/2021,Wind,1335,6,7,121
6/11/2021,Wind,2701,19,20,162
1/1/2024,Wind,12702,10,11,1
5/9/2023,Wind,5818,10,11,129
1/12/2022,Solar,3844,15,16,12
11/12/2023,Wind,7217,3,4,316
11/2/2022,Wind,10172,1,2,306
9/8/2020,Solar,4412,13,14,252
4/16/2021,Wind,6013,0,1,106
11/15/2022,Wind,6725,2,3,319
12/23/2022,Wind,13142,19,20,357
4/13/2022,Solar,2030,9,10,103
4/21/2023,Solar,7766,15,16,111
3/3/2025,Wind,3662,20,21,62
11/11/2022,Solar,6178,11,12,315
6/10/2023,Wind,2892,19,20,161
8/25/2021,Wind,6301,1,2,237
2/4/2022,Wind,5142,22,23,35
2/3/2020,Wind,8082,3,4,34
3/24/2021,Solar,3598,9,10,83
4/25/2021,Wind,8643,1,2,115
6/15/2024,Wind,9554,17,18,167
1/7/2020,Wind,4202,15,16,7
3/25/2021,Wind,1803,5,6,84
4/11/2021,Wind,4909,4,5,101
12/25/2022,Wind,9014,14,15,359
9/9/2025,Wind,2515,19,20,252
6/28/2020,Wind,5007,2,3,180
4/29/2022,Wind,3276,3,4,119
4/8/2023,Wind,3945,7,8,98
3/19/2023,Wind,2707,6,7,78
3/23/2020,Wind,8097,8,9,83
7/4/2023,Wind,7479,21,22,185
9/2/2021,Wind,5757,6,7,245
5/1/2024,Wind,1919,4,5,122
8/10/2024,Solar,2611,8,9,223
4/6/2024,Wind,13920,4,5,97
7/28/2020,Wind,7320,15,16,210
9/12/2023,Solar,4847,14,15,255
6/20/2022,Wind,3854,7,8,171
4/30/2024,Wind,3211,4,5,121
7/19/2021,Wind,3621,8,9,200
11/2/2024,Wind,2593,5,6,307
10/23/2023,Wind,4629,1,2,296
11/8/2025,Wind,2972,22,23,312
7/17/2022,Wind,4452,7,8,198
8/21/2023,Solar,2986,18,19,233
4/14/2022,Wind,1781,19,20,104
11/2/2023,Wind,16663,14,15,306
3/11/2024,Wind,3569,1,2,71
5/19/2025,Wind,5554,4,5,139
8/18/2023,Wind,2753,8,9,230
1/24/2021,Wind,9368,15,16,24
11/4/2025,Wind,14722,19,20,308
1/2/2025,Wind,2940,17,18,2
11/7/2022,Wind,14582,13,14,311
6/21/2022,Solar,4256,17,18,172
10/23/2025,Wind,21130,10,11,296
12/4/2021,Wind,8479,5,6,338
6/30/2025,Wind,4201,3,4,181
11/6/2022,Wind,11082,20,21,310
10/22/2021,Wind,7563,15,16,295
9/26/2024,Wind,18099,17,18,270
11/10/2025,Wind,7424,7,8,314
12/14/2023,Wind,7386,3,4,348
1/30/2025,Wind,7524,15,16,30
12/26/2020,Wind,2946,6,7,361
9/22/2025,Wind,8345,17,18,265
12/10/2024,Wind,10950,1,2,345
12/1/2020,Wind,7384,4,5,336
9/23/2021,Wind,1187,2,3,266
7/17/2022,Solar,8450,14,15,198
7/20/2020,Solar,4972,17,18,202
9/10/2023,Wind,3618,8,9,253
7/10/2023,Solar,8155,12,13,191
2/10/2021,Wind,8366,10,11,41
1/29/2020,Wind,5091,16,17,29
9/16/2025,Wind,12139,1,2,259
11/29/2020,Wind,1854,23,0,334
9/20/2022,Solar,4950,10,11,263
8/22/2020,Wind,5453,8,9,235
1/9/2022,Wind,13974,2,3,9
6/4/2020,Wind,2997,1,2,156
11/4/2021,Wind,3557,18,19,308
1/14/2023,Wind,15699,17,18,14
2/21/2021,Wind,6413,18,19,52
5/2/2021,Wind,919,21,22,122
5/30/2025,Wind,790,4,5,150
2/8/2024,Wind,17063,15,16,39
3/22/2023,Wind,10725,7,8,81
4/22/2023,Wind,4253,3,4,112
3/27/2024,Wind,15606,14,15,87
12/25/2020,Wind,6831,10,11,360
12/24/2023,Wind,10062,4,5,358
5/24/2024,Solar,5499,13,14,145
4/28/2020,Wind,7447,18,19,119
8/20/2025,Wind,3508,22,23,232
1/24/2022,Wind,3310,1,2,24
4/20/2023,Wind,9461,16,17,110
9/2/2020,Wind,1225,22,23,246
9/2/2023,Wind,2344,20,21,245
9/10/2020,Solar,2771,10,11,254
8/22/2025,Solar,5766,18,19,234
5/24/2023,Solar,6816,9,10,144
1/11/2025,Wind,2854,9,10,11
2/28/2024,Wind,4724,0,1,59
3/6/2020,Wind,8581,14,15,66
8/18/2020,Wind,3539,18,19,231
2/18/2022,Wind,9335,3,4,49
9/3/2021,Solar,3775,14,15,246
3/24/2020,Wind,7447,23,0,84
8/25/2024,Wind,2137,20,21,238
10/22/2021,Wind,2121,0,1,295
7/17/2021,Wind,5398,19,20,198
10/30/2022,Wind,5100,8,9,303
3/9/2021,Solar,5136,15,16,68
6/23/2020,Wind,2034,1,2,175
4/22/2023,Wind,4008,1,2,112
7/12/2024,Solar,7573,12,13,194
9/5/2024,Wind,700,22,23,249
4/16/2021,Wind,5880,1,2,106
5/17/2022,Wind,2321,2,3,137
10/1/2024,Wind,4747,23,0,275
9/27/2021,Wind,6867,8,9,270
4/3/2020,Wind,2170,8,9,94
1/17/2023,Wind,4827,23,0,17
11/7/2024,Solar,5149,13,14,312
3/31/2020,Wind,6769,1,2,91
3/28/2020,Wind,11081,22,23,88
9/14/2024,Solar,10121,12,13,258
10/18/2025,Solar,7924,16,17,291
10/31/2021,Wind,10469,17,18,304
4/28/2022,Solar,7312,15,16,118
1/24/2024,Wind,6892,19,20,24
6/24/2021,Wind,1974,22,23,175
12/11/2023,Wind,6768,16,17,345
1/27/2024,Solar,5814,11,12,27
8/15/2022,Solar,8036,14,15,227
1/29/2021,Wind,13907,3,4,29
9/5/2020,Wind,2121,1,2,249
8/12/2024,Solar,8871,16,17,225
1/26/2021,Wind,5482,13,14,26
4/11/2025,Wind,4837,20,21,101
7/11/2025,Solar,11758,11,12,192
5/16/2025,Solar,7092,13,14,136
10/25/2025,Wind,9821,16,17,298
1/31/2021,Wind,5906,22,23,31
5/25/2025,Wind,9581,13,14,145
7/5/2022,Solar,4126,9,10,186
11/19/2020,Wind,9061,9,10,324
10/18/2022,Wind,5538,22,23,291
1/15/2023,Wind,10240,3,4,15
5/2/2022,Wind,3792,20,21,122
10/8/2020,Wind,6421,3,4,282
11/24/2023,Wind,8505,1,2,328
5/17/2020,Solar,4507,10,11,138
3/18/2022,Wind,6998,3,4,77
10/28/2023,Wind,16635,22,23,301
5/19/2021,Wind,3258,2,3,139
7/17/2022,Wind,2312,20,21,198
7/22/2023,Solar,10194,11,12,203
11/12/2024,Wind,13235,13,14,317
3/27/2022,Wind,4841,9,10,86
4/5/2022,Wind,9675,17,18,95
8/29/2023,Wind,1992,20,21,241
6/23/2025,Wind,3779,22,23,174
2/9/2020,Wind,11896,20,21,40
1/5/2023,Wind,7965,6,7,5
9/15/2023,Wind,3195,20,21,258
9/15/2023,Wind,4953,23,0,258
11/14/2020,Wind,8436,15,16,319
2/11/2022,Wind,2107,17,18,42
2/20/2025,Wind,7070,4,5,51
6/28/2025,Solar,3941,8,9,179
8/6/2022,Wind,5611,4,5,218
5/24/2020,Wind,2435,23,0,145
6/13/2025,Wind,5332,23,0,164
5/3/2025,Solar,10481,16,17,123
11/22/2024,Wind,9522,7,8,327
8/22/2021,Wind,4991,9,10,234
1/10/2023,Wind,15075,12,13,10
6/21/2021,Wind,2933,4,5,172
9/20/2022,Solar,5469,17,18,263
1/27/2021,Wind,3743,17,18,27
9/23/2020,Wind,4073,9,10,267
4/8/2020,Solar,1595,18,19,99
10/9/2024,Wind,8883,7,8,283
5/7/2025,Wind,9348,0,1,127
9/14/2023,Wind,1857,21,22,257
2/11/2020,Wind,11769,5,6,42
1/17/2020,Wind,8804,12,13,17
3/24/2025,Solar,6048,14,15,83
8/7/2024,Solar,5496,10,11,220
5/15/2025,Wind,6358,1,2,135
3/22/2023,Wind,9994,6,7,81
11/26/2020,Wind,1476,16,17,331
5/13/2020,Wind,7492,20,21,134
3/18/2025,Wind,12131,1,2,77
11/6/2025,Wind,6247,10,11,310
8/19/2021,Wind,1695,3,4,231
2/23/2020,Wind,9644,4,5,54
4/23/2025,Wind,6268,3,4,113
5/10/2022,Wind,1193,2,3,130
12/1/2023,Wind,5060,20,21,335
7/21/2021,Wind,2864,2,3,202
9/23/2022,Wind,546,5,6,266
1/3/2023,Wind,6763,10,11,3
12/7/2024,Wind,17557,22,23,342
3/28/2022,Wind,1693,3,4,87
10/7/2020,Wind,6946,10,11,281
8/23/2022,Wind,736,21,22,235
5/27/2023,Wind,3594,20,21,147
10/10/2023,Wind,2170,20,21,283
5/17/2025,Wind,4673,4,5,137
5/21/2020,Wind,660,21,22,142
3/15/2023,Wind,2413,7,8,74
12/14/2024,Wind,3475,10,11,349
1/19/2025,Solar,3805,14,15,19
12/29/2021,Wind,9126,1,2,363
1/29/2025,Wind,17602,1,2,29
1/22/2024,Wind,16724,2,3,22
8/21/2023,Solar,2472,8,9,233
9/16/2022,Wind,5135,21,22,259
4/21/2023,Wind,3141,7,8,111
4/22/2023,Wind,9856,15,16,112
11/5/2021,Wind,2244,22,23,309
12/23/2024,Wind,16444,6,7,358
3/9/2022,Wind,5318,17,18,68
8/10/2025,Wind,7903,23,0,222
2/17/2023,Wind,7099,1,2,48
8/29/2020,Wind,4957,18,19,242
8/29/2025,Wind,13975,9,10,241
2/5/2021,Wind,1837,7,8,36
5/13/2020,Wind,5295,10,11,134
1/27/2024,Wind,1993,1,2,27
2/13/2025,Wind,1808,8,9,44
3/10/2022,Wind,6268,20,21,69
7/2/2022,Wind,780,4,5,183
2/11/2022,Wind,2877,21,22,42
12/18/2022,Wind,9972,16,17,352
4/7/2023,Solar,8432,14,15,97
1/9/2025,Wind,13546,12,13,9
12/19/2020,Wind,5475,23,0,354
2/18/2022,Wind,18336,12,13,49
10/16/2025,Wind,5067,7,8,289
9/29/2020,Wind,648,23,0,273
8/17/2025,Wind,5689,3,4,229
9/29/2022,Solar,3096,10,11,272
4/22/2024,Wind,4627,22,23,113
7/3/2025,Wind,6293,23,0,184
10/1/2020,Wind,6509,10,11,275
2/24/2024,Wind,7042,2,3,55
6/26/2024,Wind,1220,23,0,178
11/17/2022,Wind,15564,11,12,321
8/23/2022,Wind,1180,1,2,235
3/8/2025,Wind,14394,12,13,67
4/25/2020,Wind,1918,6,7,116
3/29/2025,Wind,14163,13,14,88
3/20/2021,Wind,6045,1,2,79
3/26/2021,Wind,11408,14,15,85
4/25/2023,Wind,2929,0,1,115
10/16/2020,Wind,2998,7,8,290
7/15/2022,Solar,7499,15,16,196
8/28/2023,Wind,3258,4,5,240
1/9/2024,Wind,4857,0,1,9
11/5/2025,Wind,12356,15,16,309
12/14/2020,Wind,6487,22,23,349
7/31/2022,Wind,3161,23,0,212
1/14/2023,Wind,13584,20,21,14
4/13/2020,Wind,11122,16,17,104
2/26/2024,Wind,14168,13,14,57
9/3/2020,Wind,1674,6,7,247
12/21/2020,Wind,11318,16,17,356
4/24/2023,Wind,9557,0,1,114
4/30/2023,Wind,1754,20,21,120
8/27/2021,Solar,5627,10,11,239
9/16/2022,Solar,6902,11,12,259
11/21/2025,Wind,4563,1,2,325
9/22/2022,Solar,6248,13,14,265
6/26/2021,Solar,2918,18,19,177
5/24/2023,Wind,6974,21,22,144
7/21/2020,Wind,3934,19,20,203
8/8/2021,Wind,9302,12,13,220
3/5/2021,Wind,9127,12,13,64
7/28/2022,Wind,1995,23,0,209
8/6/2023,Wind,13743,1,2,218
12/2/2022,Wind,3878,15,16,336
10/11/2023,Wind,6965,17,18,284
11/20/2022,Wind,4543,1,2,324
7/15/2023,Wind,11920,10,11,196
2/9/2023,Solar,4291,10,11,40
3/11/2024,Wind,10464,14,15,71
2/28/2023,Wind,7747,17,18,59
7/19/2022,Wind,5843,0,1,200
3/24/2022,Wind,5843,23,0,83
7/31/2021,Wind,5229,2,3,212
2/1/2025,Wind,3211,5,6,32
8/29/2020,Wind,3727,10,11,242
1/21/2021,Wind,12756,3,4,21
7/3/2022,Wind,1428,3,4,184
9/14/2025,Wind,5040,0,1,257
12/22/2021,Wind,3172,8,9,356
2/6/2021,Wind,4300,18,19,37
3/9/2020,Wind,8263,16,17,69
2/5/2022,Wind,3579,7,8,36
10/31/2025,Wind,14868,20,21,304
4/7/2025,Solar,5498,18,19,97
8/2/2021,Wind,1200,2,3,214
6/11/2025,Solar,8263,17,18,162
10/25/2022,Solar,5679,13,14,298
10/21/2022,Wind,9051,5,6,294
10/20/2025,Wind,19753,13,14,293
8/14/2025,Wind,3576,19,20,226
1/30/2024,Wind,6919,8,9,30
7/6/2023,Solar,3928,9,10,187
6/8/2020,Solar,5620,14,15,160
10/7/2021,Wind,1491,7,8,280
4/4/2021,Wind,5664,4,5,94
11/26/2020,Solar,2923,14,15,331
12/30/2024,Solar,2306,10,11,365
8/30/2022,Solar,5938,14,15,242
7/19/2021,Solar,5500,10,11,200
7/24/2021,Wind,4225,8,9,205
2/21/2021,Wind,8883,5,6,52
4/27/2022,Wind,5575,2,3,117
1/4/2023,Wind,17318,12,13,4
7/11/2021,Wind,1348,0,1,192
11/4/2025,Wind,14429,20,21,308
9/12/2022,Wind,3604,8,9,255
9/2/2022,Wind,1890,6,7,245
5/5/2021,Wind,9071,9,10,125
1/29/2021,Wind,11119,19,20,29
11/26/2023,Wind,5154,22,23,330
11/7/2024,Wind,3375,20,21,312
8/3/2021,Wind,1828,19,20,215
4/19/2022,Wind,2444,8,9,109
8/8/2021,Wind,9714,14,15,220
1/2/2022,Wind,8787,6,7,2
2/5/2024,Wind,8276,21,22,36
7/11/2021,Wind,1192,2,3,192
9/20/2020,Wind,2433,21,22,264
11/11/2024,Wind,6891,11,12,316
7/31/2024,Wind,2129,4,5,213
3/21/2020,Wind,7735,0,1,81
10/14/2021,Solar,5650,14,15,287
1/19/2025,Wind,1188,22,23,19
10/7/2024,Wind,6044,13,14,281
2/13/2025,Wind,1090,2,3,44
6/11/2022,Solar,2423,8,9,162
10/25/2023,Wind,10380,9,10,298
3/18/2024,Solar,5581,10,11,78
9/21/2020,Wind,817,4,5,265
11/28/2025,Wind,7806,7,8,332
4/7/2020,Wind,1718,4,5,98
3/2/2020,Wind,5353,10,11,62
7/23/2020,Solar,2720,10,11,205
3/22/2022,Wind,4199,23,0,81
2/22/2023,Wind,1437,22,23,53
10/4/2023,Wind,3511,0,1,277
10/26/2023,Wind,4734,17,18,299
2/25/2023,Wind,8542,19,20,56
8/28/2024,Wind,2163,21,22,241
11/13/2020,Wind,4593,15,16,318
4/29/2021,Solar,3421,16,17,119
4/15/2024,Wind,14523,21,22,106
2/17/2024,Wind,4037,9,10,48
10/18/2020,Wind,912,22,23,292
10/7/2023,Solar,6141,10,11,280
7/17/2021,Wind,5090,23,0,198
10/30/2022,Wind,2069,20,21,303
2/2/2021,Wind,11997,10,11,33
6/25/2020,Wind,3558,5,6,177
5/3/2025,Solar,9346,17,18,123
11/12/2021,Wind,934,0,1,316
8/2/2024,Solar,6672,11,12,215
9/26/2020,Wind,8134,20,21,270
9/21/2023,Wind,9550,3,4,264
4/23/2022,Wind,6361,9,10,113
1/2/2021,Wind,1837,18,19,2
12/17/2021,Wind,8144,18,19,351
11/23/2021,Wind,9900,12,13,327
12/13/2023,Wind,9953,1,2,347
10/27/2024,Solar,3309,9,10,301
9/7/2025,Wind,6555,1,2,250
8/22/2020,Wind,5104,2,3,235
7/30/2022,Wind,1951,21,22,211
8/26/2025,Wind,5983,8,9,238
11/1/2020,Wind,13574,11,12,306
6/20/2025,Solar,8561,10,11,171
9/22/2023,Wind,11770,12,13,265
1/20/2025,Wind,1668,5,6,20
10/20/2021,Wind,10713,5,6,293
12/20/2020,Wind,4461,15,16,355
8/9/2025,Wind,5496,19,20,221
11/20/2024,Wind,8076,3,4,325
7/2/2025,Wind,11247,17,18,183
1/23/2020,Wind,2993,21,22,23
8/11/2021,Wind,704,3,4,223
6/10/2020,Solar,3105,16,17,162
8/9/2021,Wind,2967,6,7,221
11/5/2020,Wind,8082,20,21,310
4/23/2024,Wind,4273,1,2,114
7/30/2024,Wind,2765,23,0,212
7/23/2022,Solar,6571,15,16,204
12/25/2020,Wind,6863,1,2,360
8/8/2024,Wind,1289,1,2,221
12/30/2022,Wind,15843,17,18,364
2/25/2022,Wind,7997,10,11,56
10/21/2023,Wind,20931,12,13,294
7/21/2021,Wind,1927,5,6,202
11/15/2023,Wind,10577,10,11,319
1/9/2023,Wind,13412,17,18,9
11/8/2021,Wind,1922,7,8,312
4/14/2021,Wind,5346,22,23,104
6/27/2021,Wind,1366,20,21,178
2/5/2020,Wind,1746,17,18,36
9/17/2021,Wind,711,2,3,260
12/29/2023,Wind,12493,6,7,363
12/2/2022,Wind,2232,1,2,336
7/23/2021,Solar,7412,13,14,204
1/26/2025,Wind,10046,4,5,26
6/3/2022,Wind,2859,21,22,154
6/23/2022,Wind,1625,0,1,174
4/23/2021,Wind,7944,17,18,113
3/23/2022,Solar,5220,16,17,82
4/3/2023,Wind,5706,1,2,93
6/16/2023,Solar,2630,8,9,167
11/16/2024,Wind,2040,19,20,321
6/22/2025,Solar,5526,13,14,173
2/24/2023,Wind,6498,11,12,55
10/17/2020,Solar,1367,17,18,291
5/11/2022,Solar,7976,10,11,131
6/20/2023,Wind,3357,19,20,171
5/22/2022,Wind,3313,23,0,142
10/30/2024,Wind,1827,6,7,304
2/20/2020,Wind,10617,19,20,51
6/22/2022,Solar,3779,9,10,173
3/31/2021,Wind,1121,19,20,90
12/30/2024,Wind,709,0,1,365
3/20/2020,Wind,6229,10,11,80
12/25/2021,Wind,1843,6,7,359
3/28/2023,Wind,2283,1,2,87
6/30/2022,Solar,5921,15,16,181
7/24/2025,Wind,2166,23,0,205
2/27/2022,Wind,6011,20,21,58
3/16/2025,Wind,7970,17,18,75
6/15/2024,Wind,10538,11,12,167
1/13/2023,Wind,10798,19,20,13
2/10/2020,Wind,13770,16,17,41
11/8/2021,Wind,1805,17,18,312
1/10/2025,Wind,2433,16,17,10
6/2/2020,Wind,1765,23,0,154
12/18/2022,Wind,5927,4,5,352
11/19/2023,Wind,16559,11,12,323
4/14/2020,Wind,7144,4,5,105
6/21/2024,Solar,5580,10,11,173
5/21/2021,Wind,8861,6,7,141
6/25/2021,Wind,2038,1,2,176
10/9/2023,Solar,5494,11,12,282
4/11/2024,Wind,3540,5,6,102
1/12/2025,Wind,3081,6,7,12
12/28/2024,Wind,354,17,18,363
7/20/2020,Wind,2939,4,5,202
5/18/2020,Wind,1868,5,6,139
2/6/2022,Wind,16044,19,20,37
4/30/2023,Wind,3818,5,6,120
2/29/2024,Wind,12775,13,14,60
8/17/2022,Wind,1406,20,21,229
3/12/2022,Wind,9389,2,3,71
3/21/2020,Wind,11152,15,16,81
2/2/2025,Wind,3472,9,10,33
2/14/2022,Wind,11744,5,6,45
8/9/2023,Wind,1211,20,21,221
2/23/2024,Wind,14058,8,9,54
6/30/2020,Wind,3738,0,1,182
8/14/2023,Solar,7241,17,18,226
4/10/2022,Solar,7678,15,16,100
6/9/2025,Solar,3733,10,11,160
5/7/2024,Solar,7214,12,13,128
5/31/2022,Solar,4174,10,11,151
7/24/2025,Wind,2396,0,1,205
3/14/2024,Wind,9218,16,17,74
5/30/2025,Solar,6501,17,18,150
9/27/2020,Wind,5190,22,23,271
9/27/2022,Wind,13231,14,15,270
1/27/2020,Wind,8486,2,3,27
6/28/2021,Solar,3945,17,18,179
10/3/2020,Wind,3195,0,1,277
6/12/2025,Solar,5733,11,12,163
9/2/2025,Wind,15009,17,18,245
6/4/2023,Wind,7894,17,18,155
12/2/2024,Wind,8193,8,9,337
6/4/2023,Wind,5847,20,21,155
3/25/2023,Wind,14863,5,6,84
5/2/2024,Wind,12077,12,13,123
9/18/2024,Wind,8671,21,22,262
10/9/2025,Wind,2496,8,9,282
9/11/2022,Wind,664,2,3,254
1/29/2025,Wind,12248,15,16,29
3/29/2021,Wind,4622,9,10,88
5/31/2023,Wind,8211,22,23,151
8/31/2024,Wind,5370,23,0,244
11/6/2023,Wind,12102,1,2,310
3/25/2021,Wind,2635,8,9,84
8/5/2024,Solar,2548,8,9,218
7/2/2021,Wind,405,5,6,183
1/27/2025,Wind,18396,4,5,27
5/15/2020,Wind,4342,18,19,136
9/6/2021,Wind,1107,4,5,249
10/24/2021,Wind,3398,20,21,297
12/6/2024,Wind,14357,7,8,341
8/26/2023,Wind,1513,22,23,238
5/4/2020,Solar,5092,16,17,125
10/17/2022,Wind,7554,7,8,290
8/2/2022,Solar,5062,10,11,214
4/13/2025,Wind,4463,15,16,103
